Cidade,Itens recebidos
Porto Alegre,792.579
Eldorado do Sul,336.051
Canoas,282.373
Lajeado – 189.054 itens recebidos
Guaíba – 121.189 itens recebidos
Montenegro – 97.903 itens recebidos
Cruzeiro do Sul – 72.150 itens recebidos
Estrela – 64.150 itens recebidos
Esteio – 63.146 itens recebidos
Santa Maria – 57.926 itens recebidos
